age,job,marital,education,defaulter,balance,housing,loan,contact,dy,mnth,duration,campaign,pdays,previous,poutcome,y
49,entrepreneur,married,secondary,yes,-178,no,yes,(367) 292-6688,12,jun,84,1,-1,0,unknown,no
36,technician,married,secondary,no,1319,yes,no,(638) 265-7725,12,jun,264,1,-1,0,unknown,no
50,blue-collar,married,primary,no,260,yes,no,(459) 442-3852,12,jun,237,1,-1,0,unknown,no
40,admin.,married,secondary,no,2082,no,no,(874) 988-9954,12,jun,82,1,-1,0,unknown,no
36,student,single,secondary,no,409,yes,no,(724) 211-5511,12,jun,72,1,-1,0,unknown,no
54,blue-collar,married,primary,no,1087,yes,no,(405) 650-8861,12,jun,77,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1367,no,no,(910) 937-6646,12,jun,43,1,-1,0,unknown,no
40,housemaid,married,secondary,no,3944,yes,no,(860) 395-3650,12,jun,64,6,-1,0,unknown,no
36,blue-collar,married,secondary,no,753,yes,no,(684) 738-5174,12,jun,351,1,-1,0,unknown,no
47,housemaid,single,tertiary,no,456,no,no,(847) 745-9145,12,jun,139,2,-1,0,unknown,no
60,retired,single,secondary,no,1625,no,no,(266) 209-1351,12,jun,119,1,-1,0,unknown,no
39,blue-collar,married,primary,no,292,no,no,(426) 780-2122,12,jun,394,1,-1,0,unknown,no
36,blue-collar,married,primary,no,4138,no,no,(749) 269-2187,12,jun,174,1,-1,0,unknown,no
52,management,married,tertiary,no,261,yes,no,(350) 241-3633,12,jun,437,2,-1,0,unknown,no
44,unemployed,married,secondary,no,1590,yes,no,(442) 558-6109,12,jun,349,1,-1,0,unknown,no
59,retired,married,secondary,no,3353,no,no,(857) 874-8738,12,jun,148,1,-1,0,unknown,no
42,unknown,single,secondary,no,1456,no,no,(326) 870-8834,12,jun,56,1,-1,0,unknown,no
38,blue-collar,divorced,primary,no,0,no,no,(536) 669-3445,12,jun,133,1,-1,0,unknown,no
54,technician,married,unknown,no,2564,no,no,(624) 525-3119,12,jun,134,1,-1,0,unknown,no
38,services,single,primary,no,556,yes,no,(485) 505-1722,12,jun,113,1,-1,0,unknown,no
48,blue-collar,single,secondary,no,580,yes,no,(374) 848-3328,12,jun,185,2,-1,0,unknown,no
55,retired,married,secondary,no,2312,no,no,(868) 378-7624,12,jun,60,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,952,no,yes,(983) 738-1534,12,jun,140,1,-1,0,unknown,no
55,technician,married,secondary,no,57,yes,no,(934) 895-6869,12,jun,331,12,-1,0,unknown,no
47,services,married,secondary,no,137,no,no,(953) 967-8125,12,jun,112,1,-1,0,unknown,no
59,entrepreneur,married,tertiary,no,631,yes,no,(859) 261-2800,12,jun,167,1,-1,0,unknown,no
43,blue-collar,married,primary,no,0,no,no,(823) 933-6063,12,jun,30,1,-1,0,unknown,no
55,entrepreneur,married,primary,no,214,no,no,(270) 894-8843,12,jun,217,1,-1,0,unknown,no
58,management,married,primary,no,0,no,no,(827) 467-6843,12,jun,77,6,-1,0,unknown,no
41,blue-collar,divorced,primary,no,1887,no,no,(311) 732-1759,12,jun,168,2,-1,0,unknown,no
56,self-employed,married,secondary,no,1113,no,no,(922) 351-9859,12,jun,138,1,-1,0,unknown,no
39,blue-collar,married,primary,no,1397,yes,no,(575) 510-7872,12,jun,10,1,-1,0,unknown,no
47,housemaid,divorced,secondary,no,1453,no,no,(353) 455-8413,12,jun,303,1,-1,0,unknown,no
37,technician,married,secondary,yes,693,no,no,(525) 822-6025,12,jun,75,1,-1,0,unknown,no
44,management,married,tertiary,no,0,no,no,(764) 409-1106,12,jun,72,1,-1,0,unknown,no
47,housemaid,single,tertiary,no,3727,no,no,(616) 558-4105,12,jun,993,6,-1,0,unknown,yes
38,services,married,secondary,no,702,yes,no,(263) 909-7341,12,jun,143,1,-1,0,unknown,no
38,services,married,secondary,no,309,no,no,(433) 459-3503,12,jun,160,2,-1,0,unknown,no
40,services,married,secondary,no,1291,no,yes,(302) 650-3815,12,jun,138,1,-1,0,unknown,no
38,blue-collar,married,primary,no,506,yes,yes,(564) 268-9454,12,jun,122,1,-1,0,unknown,no
40,technician,married,secondary,no,8379,no,no,(764) 437-4054,12,jun,52,6,-1,0,unknown,no
55,blue-collar,married,primary,no,472,no,no,(771) 416-6482,12,jun,80,2,-1,0,unknown,no
49,admin.,married,secondary,no,2732,no,no,(523) 528-2527,12,jun,558,1,-1,0,unknown,no
49,blue-collar,married,primary,no,937,yes,no,(553) 966-3851,12,jun,66,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,734,no,yes,(240) 843-6551,12,jun,124,1,-1,0,unknown,no
40,management,married,tertiary,no,1041,yes,no,(261) 842-3058,12,jun,73,1,-1,0,unknown,no
47,blue-collar,married,primary,no,1610,yes,no,(523) 375-2987,12,jun,68,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,664,yes,no,(836) 906-7277,12,jun,354,1,-1,0,unknown,no
45,management,married,primary,no,0,no,yes,(725) 985-5916,12,jun,54,1,-1,0,unknown,no
52,unknown,married,unknown,no,1317,no,no,(387) 535-4794,12,jun,58,1,-1,0,unknown,no
36,student,single,unknown,no,172,no,no,(863) 754-4303,12,jun,81,1,-1,0,unknown,no
43,management,divorced,tertiary,no,1052,no,no,(715) 651-4224,12,jun,118,3,-1,0,unknown,no
36,management,married,primary,no,5427,no,no,(848) 475-9050,12,jun,398,1,-1,0,unknown,no
47,housemaid,divorced,primary,no,1405,no,no,(249) 448-3676,12,jun,127,1,-1,0,unknown,no
43,housemaid,married,secondary,no,1476,no,no,(422) 238-5349,12,jun,216,2,-1,0,unknown,no
35,blue-collar,married,primary,no,1116,yes,no,(585) 956-8493,12,jun,124,1,-1,0,unknown,no
35,admin.,single,secondary,no,163,yes,no,(505) 414-2500,12,jun,483,1,-1,0,unknown,no
41,services,married,secondary,no,-700,no,yes,(558) 935-6776,12,jun,309,1,-1,0,unknown,no
40,management,married,secondary,no,406,yes,no,(375) 430-2434,12,jun,577,2,-1,0,unknown,yes
50,technician,married,tertiary,no,1347,yes,yes,(723) 376-5049,12,jun,582,1,-1,0,unknown,no
35,admin.,single,secondary,no,128,no,no,(604) 254-9927,12,jun,46,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,2190,no,yes,(842) 401-2613,12,jun,270,1,-1,0,unknown,no
43,blue-collar,single,primary,no,999,yes,no,(708) 554-1488,12,jun,317,1,-1,0,unknown,no
54,retired,married,primary,no,2243,no,no,(274) 271-6033,12,jun,281,1,-1,0,unknown,no
49,management,married,secondary,no,4848,no,no,(431) 559-3002,12,jun,113,1,-1,0,unknown,no
51,housemaid,married,primary,no,3073,no,no,(435) 637-3984,12,jun,410,1,-1,0,unknown,no
53,unemployed,married,secondary,no,0,yes,no,(356) 396-3998,12,jun,313,1,-1,0,unknown,no
56,retired,married,primary,no,133,no,yes,(582) 545-5066,12,jun,322,2,-1,0,unknown,no
48,blue-collar,married,primary,no,916,no,no,(430) 830-5271,12,jun,37,3,-1,0,unknown,no
35,admin.,married,secondary,no,0,no,no,(713) 262-2085,12,jun,88,2,-1,0,unknown,no
44,management,single,tertiary,no,3355,yes,no,(203) 644-2387,12,jun,312,2,-1,0,unknown,no
35,blue-collar,married,tertiary,no,2999,no,no,(453) 440-5814,12,jun,1141,6,-1,0,unknown,yes
48,blue-collar,married,secondary,no,1000,yes,no,(983) 374-5578,12,jun,1268,2,-1,0,unknown,yes
37,services,married,secondary,no,1627,yes,no,(927) 973-3873,12,jun,602,2,-1,0,unknown,no
60,housemaid,married,primary,no,517,no,no,(548) 202-4202,12,jun,1178,3,-1,0,unknown,no
44,management,married,tertiary,no,677,yes,no,(812) 988-3608,12,jun,130,2,-1,0,unknown,no
27,admin.,single,secondary,no,18188,yes,no,(533) 414-8556,12,jun,541,17,-1,0,unknown,yes
38,unemployed,married,primary,no,-363,no,no,(852) 672-1367,12,jun,340,2,-1,0,unknown,no
40,housemaid,married,secondary,no,84,yes,yes,(683) 884-2953,12,jun,230,7,-1,0,unknown,no
38,management,divorced,tertiary,no,10638,no,no,(818) 877-2907,12,jun,159,2,-1,0,unknown,no
51,technician,divorced,primary,no,548,no,no,(730) 457-2364,12,jun,138,2,-1,0,unknown,no
52,entrepreneur,divorced,tertiary,no,199,yes,yes,(280) 628-2868,12,jun,246,2,-1,0,unknown,no
58,retired,married,primary,no,1761,no,no,(273) 632-4266,12,jun,773,4,-1,0,unknown,no
55,management,married,tertiary,no,1433,no,no,(504) 704-3608,12,jun,298,3,-1,0,unknown,no
39,services,married,secondary,no,2813,no,no,(655) 746-1271,12,jun,723,2,-1,0,unknown,no
37,technician,single,secondary,no,18,no,no,(649) 741-1131,12,jun,361,2,-1,0,unknown,no
52,housemaid,married,primary,no,310,no,yes,(548) 999-6783,12,jun,100,4,-1,0,unknown,no
49,blue-collar,married,primary,no,3049,no,no,(241) 442-1693,12,jun,124,2,-1,0,unknown,no
42,unemployed,married,secondary,no,583,yes,no,(708) 958-3075,12,jun,153,6,-1,0,unknown,no
46,management,single,tertiary,no,2223,no,no,(333) 287-1143,12,jun,67,3,-1,0,unknown,no
43,management,single,tertiary,no,5658,no,no,(606) 889-9328,12,jun,462,3,-1,0,unknown,no
36,entrepreneur,married,primary,no,6317,no,no,(575) 645-7157,12,jun,478,2,-1,0,unknown,no
47,housemaid,married,tertiary,no,1985,no,no,(829) 819-9577,12,jun,320,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,1165,no,no,(663) 516-7499,12,jun,69,3,-1,0,unknown,no
46,management,divorced,tertiary,no,675,no,yes,(337) 715-3374,12,jun,190,2,-1,0,unknown,no
40,services,married,secondary,no,0,no,no,(420) 888-6898,12,jun,543,2,-1,0,unknown,no
36,management,married,tertiary,no,-85,yes,no,(827) 777-3260,12,jun,85,2,-1,0,unknown,no
48,management,divorced,tertiary,no,503,no,yes,(348) 375-8713,12,jun,1243,7,-1,0,unknown,yes
35,management,single,tertiary,no,3140,no,no,(480) 583-7540,12,jun,130,3,-1,0,unknown,no
38,entrepreneur,married,secondary,no,8,no,no,(219) 340-6889,12,jun,339,3,-1,0,unknown,no
40,unemployed,divorced,secondary,no,991,yes,no,(331) 554-2828,12,jun,316,2,-1,0,unknown,no
55,housemaid,divorced,primary,no,0,no,no,(650) 316-7490,12,jun,90,8,-1,0,unknown,no
59,retired,married,primary,no,4949,no,yes,(409) 673-8552,12,jun,168,8,-1,0,unknown,no
50,technician,married,secondary,no,1765,yes,no,(634) 234-4641,12,jun,247,2,-1,0,unknown,no
39,services,married,secondary,no,150,no,no,(237) 814-1168,12,jun,243,2,-1,0,unknown,no
46,technician,married,tertiary,no,4176,yes,no,(610) 811-5574,12,jun,153,6,-1,0,unknown,no
39,management,divorced,tertiary,no,452,yes,no,(481) 900-3969,12,jun,232,2,-1,0,unknown,no
52,services,married,secondary,no,-336,no,yes,(551) 752-8960,12,jun,111,8,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,-289,yes,no,(206) 513-1907,12,jun,161,2,-1,0,unknown,no
24,blue-collar,single,secondary,yes,-203,yes,no,(804) 450-9795,12,jun,465,3,-1,0,unknown,yes
47,retired,divorced,primary,no,2576,no,no,(876) 245-5577,12,jun,188,4,-1,0,unknown,no
47,blue-collar,married,primary,no,-245,yes,yes,(505) 293-9740,12,jun,67,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,4259,no,no,(310) 350-8674,12,jun,454,4,-1,0,unknown,no
30,management,single,tertiary,no,775,yes,no,(600) 588-7702,16,jun,124,2,-1,0,unknown,no
39,services,married,secondary,no,733,no,no,(806) 283-4040,16,jun,83,4,-1,0,unknown,no
50,unemployed,married,primary,no,210,no,no,(429) 773-5310,16,jun,247,2,-1,0,unknown,no
35,blue-collar,married,primary,no,4924,no,no,(526) 972-4682,16,jun,252,2,-1,0,unknown,no
56,technician,married,secondary,no,654,yes,yes,(376) 691-8747,16,jun,62,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,340,no,yes,(931) 912-3942,16,jun,559,3,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,1,no,no,(254) 275-2197,16,jun,66,5,-1,0,unknown,no
29,management,single,tertiary,no,573,yes,yes,(969) 463-1734,16,jun,190,4,-1,0,unknown,no
27,technician,married,secondary,no,806,yes,no,(843) 455-3060,16,jun,768,21,-1,0,unknown,no
31,blue-collar,married,primary,no,0,no,no,(286) 544-4048,16,jun,10,5,-1,0,unknown,no
39,blue-collar,married,primary,no,275,yes,no,(673) 680-1357,16,jun,189,2,-1,0,unknown,no
58,retired,married,tertiary,no,3628,no,no,(907) 426-1236,16,jun,109,2,-1,0,unknown,no
36,technician,single,secondary,no,1521,yes,no,(836) 564-5762,16,jun,243,2,-1,0,unknown,no
50,technician,married,tertiary,no,917,no,no,(822) 523-5876,16,jun,107,2,-1,0,unknown,no
49,housemaid,married,primary,no,785,no,no,(379) 917-5134,16,jun,190,6,-1,0,unknown,no
37,blue-collar,married,secondary,no,1053,no,no,(810) 743-9599,16,jun,405,3,-1,0,unknown,no
37,blue-collar,married,primary,no,1,yes,no,(205) 663-3482,16,jun,103,2,-1,0,unknown,no
45,services,married,primary,no,7811,no,no,(810) 559-9952,16,jun,143,2,-1,0,unknown,no
36,entrepreneur,single,tertiary,no,658,yes,no,(711) 925-7425,16,jun,61,3,-1,0,unknown,no
44,blue-collar,married,primary,no,749,yes,no,(425) 298-8916,16,jun,424,2,-1,0,unknown,no
37,technician,married,secondary,no,1610,no,no,(842) 677-5118,16,jun,140,2,-1,0,unknown,no
41,blue-collar,married,primary,no,492,yes,yes,(601) 489-6398,16,jun,157,29,-1,0,unknown,no
41,management,divorced,tertiary,no,1401,no,no,(324) 967-7983,16,jun,110,4,-1,0,unknown,no
54,housemaid,married,secondary,no,1977,no,no,(548) 228-4090,16,jun,69,3,-1,0,unknown,no
48,technician,married,unknown,no,5543,no,no,(387) 927-4735,16,jun,143,5,-1,0,unknown,no
44,admin.,married,secondary,no,32,no,yes,(448) 946-1370,16,jun,241,3,-1,0,unknown,no
49,blue-collar,married,primary,no,361,yes,no,(772) 851-5910,16,jun,513,2,-1,0,unknown,yes
39,technician,single,secondary,no,175,no,yes,(885) 218-4182,16,jun,757,2,-1,0,unknown,no
47,retired,married,secondary,no,477,no,no,(742) 825-4986,16,jun,68,3,-1,0,unknown,no
56,housemaid,married,primary,no,657,no,no,(204) 878-2522,16,jun,211,2,-1,0,unknown,no
49,housemaid,married,primary,no,3436,no,no,(440) 394-2684,16,jun,171,2,-1,0,unknown,no
40,services,married,secondary,no,2346,no,no,(347) 718-9186,16,jun,182,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,213,yes,no,(337) 648-8247,16,jun,270,15,-1,0,unknown,no
40,management,married,tertiary,no,60,no,no,(480) 690-5515,16,jun,172,6,-1,0,unknown,no
36,services,married,secondary,no,5000,no,no,(665) 335-1174,16,jun,177,5,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,727,yes,no,(240) 370-9017,16,jun,119,2,-1,0,unknown,no
46,services,divorced,secondary,no,2044,no,yes,(703) 411-5279,16,jun,75,3,-1,0,unknown,no
48,housemaid,married,primary,no,5908,no,no,(424) 787-9538,16,jun,192,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,274,yes,no,(573) 729-5291,16,jun,686,11,-1,0,unknown,yes
39,unemployed,married,tertiary,no,11787,no,no,(966) 866-3874,16,jun,104,4,-1,0,unknown,no
38,services,married,tertiary,no,1018,no,no,(467) 780-6445,16,jun,325,3,-1,0,unknown,no
48,blue-collar,divorced,secondary,yes,296,no,yes,(546) 824-6057,16,jun,144,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,4723,yes,no,(673) 272-3703,16,jun,57,8,-1,0,unknown,no
34,services,married,secondary,no,-62,yes,no,(301) 679-6885,16,jun,109,3,-1,0,unknown,no
50,self-employed,married,primary,no,2636,yes,no,(860) 905-3034,16,jun,349,2,-1,0,unknown,no
52,retired,divorced,tertiary,no,3687,yes,yes,(989) 657-6435,16,jun,741,4,-1,0,unknown,yes
46,technician,married,secondary,no,68,yes,yes,(244) 829-8502,16,jun,87,3,-1,0,unknown,no
51,management,married,secondary,no,2216,yes,yes,(925) 965-9764,16,jun,95,8,-1,0,unknown,no
35,services,married,secondary,no,1279,yes,no,(831) 731-4973,16,jun,114,5,-1,0,unknown,no
57,blue-collar,married,primary,no,24,no,no,(240) 204-8475,16,jun,109,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,1627,no,no,(727) 362-9260,16,jun,1323,9,-1,0,unknown,yes
36,blue-collar,married,primary,no,6085,yes,no,(328) 717-6518,16,jun,186,6,-1,0,unknown,no
36,blue-collar,married,primary,no,-255,yes,yes,(224) 340-2715,16,jun,187,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,1120,no,no,(550) 713-6267,16,jun,187,3,-1,0,unknown,no
58,technician,married,secondary,no,116,no,no,(940) 691-8336,16,jun,580,3,-1,0,unknown,no
31,technician,divorced,secondary,no,-1185,yes,no,(401) 563-4739,16,jun,81,5,-1,0,unknown,no
59,blue-collar,married,secondary,yes,-918,yes,no,(811) 814-2168,16,jun,253,2,-1,0,unknown,no
52,unemployed,married,secondary,no,0,no,no,(519) 325-5205,16,jun,18,7,-1,0,unknown,no
45,management,married,tertiary,no,1493,no,no,(271) 325-5665,16,jun,140,3,-1,0,unknown,no
47,blue-collar,divorced,primary,no,7,no,yes,(867) 227-1492,16,jun,219,7,-1,0,unknown,no
40,services,married,secondary,no,256,yes,no,(931) 272-2015,16,jun,95,6,-1,0,unknown,no
51,management,married,unknown,no,721,no,no,(728) 834-3561,16,jun,276,3,-1,0,unknown,no
29,technician,single,secondary,no,510,yes,no,(559) 877-3620,16,jun,179,15,-1,0,unknown,no
46,technician,divorced,secondary,no,454,no,no,(235) 931-5425,16,jun,93,2,-1,0,unknown,no
33,admin.,married,secondary,no,372,yes,no,(951) 985-5941,16,jun,106,10,-1,0,unknown,no
43,technician,married,unknown,no,1156,no,no,(443) 743-9673,16,jun,90,2,-1,0,unknown,no
36,blue-collar,married,primary,no,4143,no,yes,(431) 346-7548,16,jun,78,5,-1,0,unknown,no
44,management,married,unknown,no,2982,no,no,(722) 315-6125,16,jun,55,2,-1,0,unknown,no
58,retired,married,primary,no,0,yes,no,(506) 639-3488,16,jun,204,4,-1,0,unknown,no
41,management,single,unknown,no,1604,no,no,(334) 437-8934,16,jun,287,2,-1,0,unknown,no
39,management,married,tertiary,yes,47,no,no,(940) 742-2846,16,jun,84,3,-1,0,unknown,no
51,services,married,primary,no,294,no,no,(638) 690-9409,16,jun,112,2,-1,0,unknown,no
45,entrepreneur,single,tertiary,no,1678,no,no,(312) 963-9071,16,jun,133,2,-1,0,unknown,no
44,self-employed,married,secondary,no,6553,no,no,(651) 261-5233,16,jun,195,2,-1,0,unknown,no
30,services,single,tertiary,no,44,no,no,(332) 732-6781,16,jun,108,2,-1,0,unknown,no
57,blue-collar,divorced,primary,no,3111,no,no,(406) 615-8150,16,jun,92,6,-1,0,unknown,no
50,management,married,primary,no,0,no,no,(826) 340-4133,16,jun,264,4,-1,0,unknown,no
47,management,divorced,unknown,no,582,yes,yes,(817) 664-2012,16,jun,123,2,-1,0,unknown,no
48,technician,single,tertiary,no,0,no,no,(375) 960-8152,16,jun,73,4,-1,0,unknown,no
37,services,married,secondary,no,-58,yes,no,(340) 363-5467,16,jun,146,3,-1,0,unknown,no
52,management,married,primary,no,740,no,no,(964) 631-5097,16,jun,206,1,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,(779) 661-1551,16,jun,100,17,-1,0,unknown,no
48,management,married,tertiary,no,342,no,no,(617) 971-5658,16,jun,452,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,808,no,no,(629) 990-3148,16,jun,163,1,-1,0,unknown,no
42,entrepreneur,single,unknown,no,323,no,no,(417) 416-9121,16,jun,617,1,-1,0,unknown,yes
42,management,married,tertiary,no,-380,yes,no,(871) 445-6943,16,jun,57,1,-1,0,unknown,no
41,technician,married,secondary,no,902,no,no,(473) 770-1547,16,jun,35,6,-1,0,unknown,no
51,admin.,married,secondary,no,924,yes,no,(377) 947-1673,16,jun,215,3,-1,0,unknown,no
37,management,married,tertiary,no,57,no,no,(876) 686-9575,16,jun,77,1,-1,0,unknown,no
42,services,divorced,secondary,no,167,no,no,(644) 346-8997,16,jun,119,1,-1,0,unknown,no
37,blue-collar,married,primary,no,3154,yes,no,(664) 337-7296,16,jun,265,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,3037,no,no,(421) 912-9833,16,jun,60,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,598,yes,no,(735) 459-5421,16,jun,179,2,-1,0,unknown,no
35,services,married,secondary,no,373,no,yes,(514) 882-9423,16,jun,162,6,-1,0,unknown,no
41,blue-collar,married,secondary,no,2413,no,no,(745) 232-1279,16,jun,64,3,-1,0,unknown,no
37,admin.,married,primary,no,7208,no,no,(952) 856-3468,16,jun,117,1,-1,0,unknown,no
44,unemployed,single,primary,no,4232,no,no,(270) 869-2801,16,jun,227,1,-1,0,unknown,no
36,services,married,secondary,no,981,no,no,(803) 439-6591,16,jun,1093,1,-1,0,unknown,yes
59,blue-collar,married,secondary,no,969,no,no,(824) 705-6984,16,jun,270,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,638,yes,no,(718) 496-1023,16,jun,1395,2,-1,0,unknown,yes
60,admin.,married,secondary,no,504,no,no,(344) 217-2499,16,jun,178,4,-1,0,unknown,no
29,management,single,tertiary,no,5894,yes,no,(760) 554-6219,16,jun,223,2,-1,0,unknown,no
39,blue-collar,single,primary,no,207,no,yes,(639) 972-5367,16,jun,35,3,-1,0,unknown,no
56,retired,married,tertiary,no,3708,no,no,(405) 548-9114,16,jun,210,2,-1,0,unknown,no
54,blue-collar,married,primary,no,0,no,no,(514) 655-8195,16,jun,101,6,-1,0,unknown,no
38,technician,married,tertiary,no,606,no,no,(532) 217-9223,16,jun,193,2,-1,0,unknown,no
47,retired,married,tertiary,no,1225,yes,yes,(683) 588-8836,16,jun,339,2,-1,0,unknown,no
35,blue-collar,single,unknown,no,422,no,no,(926) 923-6541,16,jun,140,1,-1,0,unknown,no
48,services,single,unknown,no,5095,yes,no,(419) 952-3740,16,jun,71,1,-1,0,unknown,no
55,retired,married,tertiary,no,2929,no,no,(964) 305-5117,16,jun,556,3,-1,0,unknown,no
51,housemaid,married,primary,no,13292,no,no,(310) 929-6526,16,jun,1238,2,-1,0,unknown,no
39,management,married,tertiary,no,627,no,no,(633) 599-7584,16,jun,32,2,-1,0,unknown,no
57,services,married,secondary,no,197,no,no,(826) 525-1717,16,jun,116,1,-1,0,unknown,no
38,technician,single,tertiary,no,38,no,no,(534) 984-7493,16,jun,64,1,-1,0,unknown,no
39,blue-collar,married,primary,no,3705,yes,no,(828) 697-1737,16,jun,77,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,0,no,no,(278) 592-9016,16,jun,73,3,-1,0,unknown,no
37,services,married,secondary,no,40,no,no,(745) 472-5267,16,jun,42,3,-1,0,unknown,no
54,blue-collar,married,secondary,no,853,no,no,(351) 917-9879,16,jun,24,5,-1,0,unknown,no
37,blue-collar,married,primary,no,-107,yes,no,(579) 674-7162,16,jun,25,1,-1,0,unknown,no
38,blue-collar,married,primary,no,298,no,no,(414) 444-6963,16,jun,147,1,-1,0,unknown,no
41,blue-collar,married,primary,no,389,yes,no,(338) 862-7031,16,jun,87,6,-1,0,unknown,no
53,housemaid,married,secondary,no,2406,yes,no,(906) 871-9254,16,jun,393,2,-1,0,unknown,no
59,retired,married,primary,no,2722,no,no,(915) 444-8961,16,jun,145,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,6215,no,no,(966) 395-8918,16,jun,155,1,-1,0,unknown,no
38,technician,married,secondary,no,1828,no,no,(637) 596-9088,16,jun,35,1,-1,0,unknown,no
57,retired,married,primary,no,903,no,no,(823) 945-9069,16,jun,141,1,-1,0,unknown,no
48,blue-collar,married,primary,no,554,no,no,(887) 446-7734,16,jun,263,8,-1,0,unknown,no
49,management,married,primary,no,330,no,no,(919) 425-2091,16,jun,123,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,876,no,no,(976) 261-9951,16,jun,208,1,-1,0,unknown,no
38,blue-collar,married,primary,no,1602,no,no,(233) 686-8949,16,jun,100,1,-1,0,unknown,no
38,self-employed,married,secondary,no,30,no,no,(669) 508-8675,16,jun,91,1,-1,0,unknown,no
52,technician,divorced,tertiary,no,728,no,no,(767) 773-6195,16,jun,644,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,no,no,(845) 955-7160,16,jun,289,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,2256,yes,no,(689) 944-6535,16,jun,315,1,-1,0,unknown,no
36,unemployed,single,secondary,no,490,yes,yes,(877) 879-5427,16,jun,265,3,-1,0,unknown,no
48,unemployed,single,tertiary,no,3229,no,no,(320) 313-7081,16,jun,1089,1,-1,0,unknown,yes
36,blue-collar,single,primary,no,3214,yes,no,(562) 266-2460,16,jun,124,2,-1,0,unknown,no
53,technician,married,tertiary,no,6072,no,yes,(825) 314-2548,16,jun,226,4,-1,0,unknown,no
30,technician,single,secondary,no,363,yes,no,(947) 896-3490,16,jun,136,8,-1,0,unknown,no
29,management,single,secondary,no,584,yes,no,(804) 426-2358,16,jun,541,19,-1,0,unknown,no
60,management,married,primary,no,21292,no,no,(221) 317-5391,16,jun,242,6,-1,0,unknown,no
30,blue-collar,married,secondary,no,294,yes,yes,(713) 875-9136,16,jun,50,3,-1,0,unknown,no
49,retired,married,primary,no,1381,no,no,(546) 816-7309,16,jun,73,2,-1,0,unknown,no
44,housemaid,married,primary,no,2351,no,no,(906) 763-6105,16,jun,250,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,2962,yes,yes,(468) 898-5482,16,jun,181,2,-1,0,unknown,no
49,services,divorced,secondary,no,3250,no,no,(458) 222-3569,16,jun,32,3,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,no,461,yes,yes,(503) 911-6419,16,jun,267,3,-1,0,unknown,no
57,management,divorced,unknown,no,0,no,no,(584) 439-4475,16,jun,235,2,-1,0,unknown,no
58,services,married,secondary,no,12180,no,no,(511) 486-8573,16,jun,121,5,-1,0,unknown,no
37,services,married,secondary,no,3321,no,no,(613) 347-5692,16,jun,215,3,-1,0,unknown,no
50,blue-collar,divorced,primary,no,4882,yes,no,(625) 826-7573,16,jun,320,2,-1,0,unknown,no
46,entrepreneur,married,secondary,no,757,no,no,(523) 242-6910,16,jun,382,3,-1,0,unknown,no
37,management,single,tertiary,no,400,yes,no,(986) 252-9132,16,jun,244,1,-1,0,unknown,no
41,admin.,married,tertiary,no,1287,no,no,(337) 531-1690,16,jun,286,1,-1,0,unknown,no
51,self-employed,married,tertiary,no,2007,no,no,(823) 305-1351,16,jun,1021,1,-1,0,unknown,no
40,admin.,married,secondary,no,538,no,no,(855) 531-3641,16,jun,167,2,-1,0,unknown,no
51,management,single,secondary,no,1610,yes,no,(442) 694-9675,16,jun,1248,3,-1,0,unknown,yes
55,management,divorced,tertiary,no,25,no,no,(254) 388-5663,16,jun,404,3,-1,0,unknown,no
47,technician,married,tertiary,yes,-813,yes,yes,(827) 958-3452,16,jun,179,25,-1,0,unknown,no
39,technician,single,secondary,no,2321,no,yes,(716) 761-2185,16,jun,203,2,-1,0,unknown,no
38,management,married,tertiary,no,-469,yes,no,(442) 420-7494,16,jun,209,12,-1,0,unknown,no
59,retired,married,primary,no,0,no,no,(373) 456-4948,16,jun,39,1,-1,0,unknown,no
38,services,married,secondary,no,1559,no,no,(437) 847-5032,16,jun,162,1,-1,0,unknown,no
